County,State,Population_2018,Population_Density_Per_Square_Mile,Unemployment_rate_2018,Median_Household_Income_2018,Total_Male,Total_Female,Total_age0to17,Male_age0to17,Female_age0to17,Total_age18to64,Male_age18to64,Female_age18to64,Total_age65plus,Male_age65plus,Female_age65plus,Total_age85plusr,Male_age85plusr,Female_age85plusr,ICU_Beds,Aggregate_Transit_Score,cases,deaths
Woodruff,AR,6490,12.4,4.7,34306,3121,3369,1421,727,694,3567,1740,1827,1502,654,848,200,58,142,0,0,71,0
Yell,AR,21535,23.9,4.2,41729,10811,10724,5335,2780,2555,12371,6303,6068,3829,1728,2101,484,155,329,0,0,1447,28
Alameda,CA,1666753,2043.6,3,101744,820045,846708,342510,175183,167327,1093733,543780,549953,230510,101082,129428,30420,10764,19656,282,710944533,108397,3580
Alpine,CA,1101,1.6,4.6,55384,588,513,193,111,82,628,338,290,280,139,141,23,10,13,0,68587361,104,0
Amador,CA,39383,64.1,4,58515,21425,17958,5914,3050,2864,22836,13266,9570,10633,5109,5524,1086,473,613,6,891119492,424,0
Butte,CA,231256,134.4,5,50945,114342,116914,46213,23727,22486,142051,71207,70844,42992,19408,23584,5578,1983,3595,43,3317433754,1307,0
Calaveras,CA,45602,44.7,4,62984,22697,22905,7721,3986,3735,25328,12602,12726,12553,6109,6444,1133,472,661,0,699438913,716,0
Colusa,CA,21627,18.6,12.9,57249,11046,10581,5907,3069,2838,12557,6457,6100,3163,1520,1643,396,149,247,0,0,203,0
Contra Costa,CA,1150215,1465.2,3.2,101463,562483,587732,259791,132549,127242,708981,350076,358905,181443,79858,101585,23242,8429,14813,163,5246912833,55777,1501
Del Norte,CA,27828,28.4,5.5,48518,15188,12640,5854,3004,2850,16956,9787,7169,5018,2397,2621,549,213,336,6,2937753431,547,0
El Dorado,CA,190678,106,3.6,81869,95091,95587,37821,19372,18449,112468,56229,56239,40389,19490,20899,4328,1724,2604,28,1618794074,3136,0
Fresno,CA,994400,156.2,7.5,52318,496016,498384,281819,143891,137928,590468,297391,293077,122113,54734,67379,15816,5746,10070,164,3705304405,45146,688
Glenn,CA,28047,21.4,6.5,47365,14235,13812,7453,3861,3592,16141,8239,7902,4453,2135,2318,545,205,340,0,0,406,0
Humboldt,CA,136373,37.7,3.6,49471,67913,68460,26184,13452,12732,85809,43262,42547,24380,11199,13181,2733,974,1759,32,2670916953,3985,26
Imperial,CA,181827,41.8,18.1,46633,93235,88592,51765,26330,25435,106482,56333,50149,23580,10572,13008,3250,1327,1923,28,143712398,32479,591
Inyo,CA,17987,1.8,3.9,53793,9044,8943,3681,1904,1777,10096,5092,5004,4210,2048,2162,625,257,368,4,470244902,1110,39
Kern,CA,896764,103.3,8,51586,459690,437074,259180,131676,127504,539237,282652,256585,98347,45362,52985,10381,3905,6476,144,329748282,62672,808
Kings,CA,151366,110.1,7.7,58255,83196,68170,40964,20755,20209,94886,55314,39572,15516,7127,8389,1868,720,1148,22,3174723681,14263,76
Lake,CA,64382,51.5,5.2,45086,32140,32242,13490,6885,6605,36257,18114,18143,14635,7141,7494,1441,591,850,8,2283761228,476,0
Lassen,CA,30802,7.7,4.8,57705,19155,11647,5267,2703,2564,20868,14133,6735,4667,2319,2348,570,234,336,0,210200718,39,0
Los Angeles,CA,10105518,2419.6,4.7,67986,4981895,5123623,2188893,1120270,1068623,6540668,3265204,3275464,1375957,596421,779536,191462,68900,122562,2126,6767968271,1550800,70078
Madera,CA,157672,70.6,7,53632,76008,81664,43339,21995,21344,92282,43572,48710,22051,10441,11610,2378,1021,1357,10,1632133037,3487,125
Marin,CA,259666,485.1,2.4,122933,126989,132677,51925,26383,25542,149798,74861,74937,57943,25745,32198,7825,2865,4960,66,4968133618,16315,734
Mariposa,CA,17471,12.6,5.3,51402,8904,8567,2828,1456,1372,9761,4994,4767,4882,2454,2428,544,223,321,0,497477808,468,17
Mendocino,CA,87606,25.1,3.9,51386,43403,44203,18713,9532,9181,49527,24892,24635,19366,8979,10387,2115,710,1405,14,2753360009,754,0
Merced,CA,274765,132.2,8.3,56169,138632,136133,80588,41233,39355,163332,83374,79958,30845,14025,16820,3724,1391,2333,24,2925697848,8601,225
Modoc,CA,8777,2.5,7.5,45227,4386,4391,1708,871,837,4711,2322,2389,2358,1193,1165,251,110,141,0,539306876,2,0
Mono,CA,14250,4.7,3.8,66499,7571,6679,2608,1300,1308,9389,5067,4322,2253,1204,1049,205,108,97,2,6198855846,1716,62
Monterey,CA,435594,126.5,6.3,69665,221787,213807,113834,58153,55681,262559,136565,125994,59201,27069,32132,8426,3146,5280,27,4638550066,14205,334
Napa,CA,139417,182.4,2.9,85624,69392,70025,28800,14796,14004,83952,42264,41688,26665,12332,14333,3662,1379,2283,32,3925714676,4181,142
Nevada,CA,99696,103.1,3.5,66681,48920,50776,17071,8751,8320,55245,27222,28023,27380,12947,14433,3049,1128,1921,10,162389451,2422,59
Orange,CA,3185968,3807.7,2.9,89373,1572801,1613167,698788,357476,341312,2016793,1006453,1010340,470387,208872,261515,63179,23480,39699,651,4457074769,179861,3740
Placer,CA,393149,247.6,3.2,89175,192147,201002,87441,44702,42739,228802,113086,115716,76906,34359,42547,9725,3699,6026,70,2368828416,9720,471
Plumas,CA,18804,7.8,7.5,55079,9360,9444,3173,1594,1579,10286,5072,5214,5345,2694,2651,464,177,287,0,88137773,233,0
Riverside,CA,2450758,303.8,4.4,66793,1221375,1229383,616126,314381,301745,1481510,745834,735676,353122,161160,191962,42956,17432,25524,351,3497589264,245803,9947
Sacramento,CA,1540975,1470.8,3.8,69475,752972,788003,363909,185534,178375,959465,473294,486171,217601,94144,123457,27861,10250,17611,396,4861085766,63176,2585
San Benito,CA,61537,39.8,5.1,80063,30843,30694,15827,7958,7869,37773,19237,18536,7937,3648,4289,976,362,614,8,2324147471,3280,135
San Bernardino,CA,2171603,101.5,4,63310,1080950,1090653,572278,292580,279698,1347964,675526,672438,251361,112844,138517,27113,9947,17166,410,4684403063,142817,5937
San Diego,CA,3343364,735.8,3.3,78777,1682449,1660915,722408,369245,353163,2151502,1104085,1047417,469454,209119,260335,64214,23967,40247,570,5482784819,244934,9130
San Francisco,CA,883305,17179.2,2.4,110601,450363,432942,118692,60542,58150,626364,327260,299104,138249,62561,75688,21829,8175,13654,337,96,97688,1616
San Joaquin,CA,752660,492.6,6,63567,375136,377524,204316,104789,99527,452428,227899,224529,95916,42448,53468,11728,4162,7566,121,3365419222,33100,1520
San Luis Obispo,CA,284010,81.7,2.9,70626,144092,139918,50000,25649,24351,176970,91905,85065,57040,26538,30502,7161,2826,4335,46,3031033906,11781,58
San Mateo,CA,769545,1602.2,2.2,122930,380308,389237,158383,80986,77397,487241,245124,242117,123921,54198,69723,18165,6607,11558,131,6382051496,77042,2992
Santa Barbara,CA,446527,155,3.9,75646,223377,223150,98787,50348,48439,279275,142352,136923,68465,30677,37788,10590,4061,6529,82,4628097423,49820,442
Santa Clara,CA,1937570,1381,2.6,125933,980868,956702,424427,217379,207048,1252012,647226,604786,261131,116263,144868,36655,13894,22761,313,6688243529,133775,6486
Santa Cruz,CA,274255,589.4,4.9,84213,135725,138530,52852,26955,25897,176276,87966,88310,45127,20804,24323,5109,1733,3376,22,5417571532,8300,128
Shasta,CA,180040,46.9,4.9,53908,88367,91673,38584,19725,18859,103903,51396,52507,37553,17246,20307,4284,1619,2665,81,2380876268,1820,222
Sierra,CA,2987,3.4,6,52308,1511,1476,480,246,234,1562,801,761,945,464,481,85,39,46,0,0,10,0
Siskiyou,CA,43724,7.2,6.7,47560,21731,21993,8802,4479,4323,23762,11843,11919,11160,5409,5751,1150,445,705,4,1724776755,340,0
Solano,CA,446610,503,3.9,82808,221997,224613,98740,50620,48120,277440,140096,137344,70430,31281,39149,7991,2943,5048,92,4313617672,18084,508
Sonoma,CA,499942,307.1,2.7,81002,244124,255818,98196,50059,48137,303032,150378,152654,98714,43687,55027,12108,4279,7829,82,4123683562,17637,185
Stanislaus,CA,549815,344.2,6.4,59616,272316,277499,148801,75853,72948,328695,164481,164214,72319,31982,40337,8795,3297,5498,88,3986105012,23072,813
Sutter,CA,96807,157.3,7.5,57879,48222,48585,25059,12970,12089,56846,28491,28355,14902,6761,8141,1972,758,1214,0,3860559335,1886,117
Tehama,CA,63916,21.5,5.7,47572,31743,32173,15363,7872,7491,36164,18108,18056,12389,5763,6626,1383,560,823,8,1976235292,92,36
Trinity,CA,12535,4.3,5.7,40680,6442,6093,2140,1157,983,6975,3512,3463,3420,1773,1647,290,134,156,0,889253758,42,0
Tulare,CA,465861,91.7,9.6,48763,233078,232783,142848,73067,69781,269721,135802,133919,53292,24209,29083,6353,2468,3885,51,5033307988,51926,2422
Tuolumne,CA,54539,24.9,4.6,56500,28296,26243,9158,4689,4469,31102,16786,14316,14279,6821,7458,1583,629,954,6,1595564277,146,0
Ventura,CA,850967,446.7,3.8,84170,421319,429648,194553,98893,95660,524027,263111,260916,132387,59315,73072,17598,6593,11005,139,3600020441,36660,1147
Yolo,CA,220408,197.9,4.2,67804,106746,113662,46233,23426,22807,146640,71072,75568,27535,12248,15287,3688,1378,2310,14,509602363,9137,885
Yuba,CA,78041,114.2,6.4,47504,39503,38538,21557,11091,10466,46529,23705,22824,9955,4707,5248,955,404,551,24,332038639,1229,57
Adams,CO,511868,378.2,3.5,70199,258470,253398,135776,69246,66530,322505,165179,157326,53587,24045,29542,5462,2046,3416,168,5306979361,102728,3940
Alamosa,CO,16683,21.4,4.2,42897,8361,8322,4012,2102,1910,10400,5187,5213,2271,1072,1199,234,94,140,6,0,1449,106
Arapahoe,CO,651215,716.7,3.2,76665,322713,328502,153397,78321,75076,412753,206723,206030,85065,37669,47396,9312,3321,5991,127,5490049856,153066,9012
Archuleta,CO,13765,8.9,3.4,53337,6898,6867,2485,1253,1232,7695,3849,3846,3585,1796,1789,258,109,149,0,0,433,0
Baca,CO,3585,1.5,1.8,38294,1800,1785,802,429,373,1897,979,918,886,392,494,168,61,107,0,0,658,0
Bent,CO,5882,4.3,3.2,37659,3848,2034,877,427,450,3950,2888,1062,1055,533,522,146,54,92,0,0,32,0
Boulder,CO,326078,405.6,2.8,83591,164069,162009,61951,31752,30199,217641,111070,106571,46486,21247,25239,5238,1820,3418,72,5263910078,36142,2216
Broomfield,CO,69267,1691.9,2.9,96924,34441,34826,16005,8166,7839,43670,22173,21497,9592,4102,5490,1100,360,740,20,29,9141,737
Chaffee,CO,20027,17.6,2.7,56168,10582,9445,3009,1555,1454,11934,6551,5383,5084,2476,2608,555,219,336,2,0,3378,713
Cheyenne,CO,1876,1,1.8,54504,954,922,477,238,239,1014,536,478,385,180,205,66,15,51,0,0,116,0
Clear Creek,CO,9605,23,3,74019,5067,4538,1448,763,685,6204,3272,2932,1953,1032,921,140,61,79,0,354350505,815,41
Conejos,CO,8200,6.4,4.4,38777,4117,4083,2126,1051,1075,4492,2301,2191,1582,765,817,157,76,81,0,0,26,0
Costilla,CO,3828,2.9,4.3,31557,1982,1846,724,375,349,2059,1060,999,1045,547,498,101,32,69,0,0,212,0
Crowley,CO,5858,7.4,4.4,35880,4286,1572,687,348,339,4368,3535,833,803,403,400,101,36,65,0,0,1234,74
Custer,CO,4954,5.8,3.7,55242,2555,2399,685,359,326,2675,1367,1308,1594,829,765,89,34,55,0,0,119,0
Delta,CO,30953,27.1,3.9,46786,15501,15452,6197,3131,3066,16732,8565,8167,8024,3805,4219,884,337,547,6,0,2282,54
Denver,CO,716492,3922.6,3.2,68069,359590,356902,139926,71234,68692,492350,251477,240873,84216,36879,47337,10677,3758,6919,227,78,191696,9920
Dolores,CO,2074,1.9,2.8,47482,1090,984,415,217,198,1139,588,551,520,285,235,50,24,26,0,0,,
Douglas,CO,342776,339.7,2.9,120670,171127,171649,88978,45533,43445,212863,106552,106311,40935,19042,21893,3762,1460,2302,54,2398735707,30157,1484
Eagle,CO,54993,31,2.7,86896,29160,25833,11988,6214,5774,36649,19656,16993,6356,3290,3066,361,160,201,5,3476788674,32894,435
Elbert,CO,26282,12.5,2.8,98247,13278,13004,5718,2912,2806,16253,8206,8047,4311,2160,2151,293,96,197,0,0,1907,78
El Paso,CO,713856,292.6,3.9,67923,360720,353136,172064,87839,84225,450729,232063,218666,91063,40818,50245,9550,3503,6047,95,2573455455,61673,3989
Fremont,CO,48021,30.5,5.2,47885,27722,20299,7839,3996,3843,29780,18655,11125,10402,5071,5331,1136,456,680,4,0,1081,0
Garfield,CO,59770,19.1,3.2,74421,30533,29237,15072,7678,7394,36840,19030,17810,7858,3825,4033,748,274,474,5,3231668738,5644,116
Gilpin,CO,6121,36.3,2.5,72949,3212,2909,952,444,508,4134,2219,1915,1035,549,486,45,23,22,0,13618148,96,0
Grand,CO,15525,8,2.7,69214,8319,7206,2609,1354,1255,10184,5447,4737,2732,1518,1214,189,92,97,0,1524403047,353,0
Gunnison,CO,17246,4.7,2.6,61268,9300,7946,2931,1511,1420,12079,6604,5475,2236,1185,1051,170,66,104,0,1749776608,9578,272
Hinsdale,CO,811,0.8,2.6,62149,418,393,126,70,56,439,222,217,246,126,120,22,9,13,0,0,170,0
Huerfano,CO,6889,4.2,6.5,38242,3513,3376,1122,616,506,3619,1778,1841,2148,1119,1029,253,112,141,0,0,130,0
Jackson,CO,1399,0.9,2.6,51457,724,675,239,123,116,849,450,399,311,151,160,33,16,17,0,0,,
Jefferson,CO,580233,699.5,3,85550,289294,290939,114515,58595,55920,370241,187548,182693,95477,43151,52326,10719,3879,6840,94,4807321741,83382,4856
Kiowa,CO,1383,0.8,1.8,44704,673,710,309,156,153,750,371,379,324,146,178,56,22,34,0,0,,
Kit Carson,CO,7163,3.8,2,48342,3582,3581,1820,912,908,3958,2017,1941,1385,653,732,216,76,140,0,0,1137,103
Lake,CO,7824,19.4,2.6,51802,4207,3617,1561,791,770,5146,2827,2319,1117,589,528,90,43,47,0,1637421491,1000,0
La Plata,CO,56310,30.3,3,66219,28411,27899,10684,5552,5132,35958,18105,17853,9668,4754,4914,849,334,515,11,0,3633,23
Larimer,CO,350518,115.4,2.8,71306,174991,175527,68703,35105,33598,226877,114635,112242,54938,25251,29687,6166,2205,3961,55,372201121,22307,1019
Las Animas,CO,14503,3.2,4.7,41485,7572,6931,2727,1397,1330,8247,4467,3780,3529,1708,1821,402,130,272,0,1062005817,195,0
Lincoln,CO,5610,2.1,2.4,46690,3277,2333,1132,600,532,3493,2211,1282,985,466,519,164,64,100,0,0,162,0
Logan,CO,21528,12.4,2.9,53168,12030,9498,3995,2090,1905,13709,8210,5499,3824,1730,2094,625,194,431,4,0,16115,91
Mesa,CO,153207,44.1,4.1,51132,75720,77487,33045,16949,16096,90924,45370,45554,29238,13401,15837,3684,1375,2309,44,2585647433,2638,0
Mineral,CO,776,0.8,2.6,60210,385,391,115,55,60,419,204,215,242,126,116,22,11,11,0,0,126,0
Moffat,CO,13188,2.9,3.7,59500,6763,6425,3418,1761,1657,7750,4029,3721,2020,973,1047,231,80,151,0,0,335,0
Montezuma,CO,26158,12.6,4.7,50180,12901,13257,5756,2954,2802,14617,7160,7457,5785,2787,2998,647,255,392,4,0,1206,133
Montrose,CO,42214,18.4,3.7,52576,20815,21399,9120,4671,4449,23258,11532,11726,9836,4612,5224,1246,454,792,8,0,6103,526
Morgan,CO,28558,22,2.9,55387,14410,14148,7424,3764,3660,16712,8648,8064,4422,1998,2424,708,240,468,6,620850341,20625,1068
Otero,CO,18432,14.9,5,40064,9025,9407,4410,2232,2178,10256,5095,5161,3766,1698,2068,478,176,302,506,586386658,571,38
Ouray,CO,4833,8.2,3.5,68900,2446,2387,742,381,361,2777,1379,1398,1314,686,628,88,41,47,0,0,319,53
Park,CO,18556,7.4,2.9,72121,9768,8788,2810,1464,1346,11953,6304,5649,3793,2000,1793,172,65,107,0,0,766,0
Phillips,CO,4286,6.5,1.9,52367,2115,2171,1056,559,497,2264,1137,1127,966,419,547,206,72,134,0,0,416,0
Pitkin,CO,17950,17.7,3.8,89034,9289,8661,2704,1362,1342,11764,6078,5686,3482,1849,1633,257,127,130,4,7269620141,3574,131
Prowers,CO,12164,7.7,3.3,42455,6113,6051,3138,1618,1520,6883,3531,3352,2143,964,1179,290,108,182,0,874814463,304,0
Pueblo,CO,167529,66.7,4.9,48308,82556,84973,37623,19339,18284,98918,49221,49697,30988,13996,16992,4028,1480,2548,32,2624847021,9014,569
Rio Blanco,CO,6336,2.1,4.4,63411,3237,3099,1506,787,719,3845,1963,1882,985,487,498,126,50,76,0,0,59,0
Rio Grande,CO,11250,13.1,4.8,44171,5624,5626,2550,1292,1258,6424,3233,3191,2276,1099,1177,288,116,172,0,0,544,2
Routt,CO,25733,10,2.7,81033,13399,12334,4658,2350,2308,17101,8959,8142,3974,2090,1884,287,111,176,4,0,3186,233
Saguache,CO,6843,1.9,4.6,36869,3426,3417,1465,735,730,3806,1876,1930,1572,815,757,100,47,53,0,0,706,5
San Juan,CO,762,1.8,3.1,46878,427,335,96,50,46,488,285,203,178,92,86,12,5,7,0,0,28,0
San Miguel,CO,8191,5.7,3.5,69458,4359,3832,1438,746,692,5552,2954,2598,1201,659,542,61,30,31,0,0,1084,0
Sedgwick,CO,2303,4.3,2.6,40009,1137,1166,469,231,238,1230,623,607,604,283,321,106,37,69,0,0,,
Summit,CO,31007,46,2.2,80078,16816,14191,5038,2649,2389,21734,11945,9789,4235,2222,2013,181,92,89,8,3406532318,8022,86
Teller,CO,25083,41.9,3.7,64850,12734,12349,4255,2195,2060,15323,7703,7620,5505,2836,2669,287,119,168,0,0,1558,122
Washington,CO,4909,1.9,2.4,47869,2552,2357,1110,585,525,2783,1481,1302,1016,486,530,161,53,108,0,0,650,0
Weld,CO,314305,63.4,3,75629,158475,155830,82497,42214,40283,193584,98395,95189,38224,17866,20358,3834,1486,2348,26,1989389157,98900,5373
Yuma,CO,10020,4.2,2,53253,4989,5031,2709,1371,1338,5460,2801,2659,1851,817,1034,277,93,184,0,0,564,0
Fairfield,CT,943823,1467.2,4,91183,459748,484075,212038,108041,103997,581867,286738,295129,149918,64969,84949,23666,8077,15589,173,577281086,645850,45802
Hartford,CT,892697,1216.2,4.2,73037,434117,458580,187304,95480,91824,552519,273324,279195,152874,65313,87561,23768,7931,15837,216,5640051661,343306,39741
Litchfield,CT,181111,206.3,3.8,76304,89551,91560,32933,16924,16009,109676,54942,54734,38502,17685,20817,5000,1790,3210,21,914425536,54241,4676
Middlesex,CT,162682,448.6,3.5,88709,79242,83440,28777,14761,14016,100838,49838,51000,33067,14643,18424,4889,1696,3193,24,3252384734,39038,4780
New Haven,CT,857620,1426.7,4.4,67720,413494,444126,173046,88452,84594,535688,261306,274382,148886,63736,85150,22603,7428,15175,186,5935839042,427358,30924
New London,CT,266784,412.2,4,67790,133702,133082,51733,26464,25269,166440,85255,81185,48611,21983,26628,6515,2306,4209,32,296901481,34939,2365
Tolland,CT,150921,372.2,3.6,89584,75598,75323,26160,13383,12777,100916,51131,49785,23845,11084,12761,2969,1112,1857,16,2410199694,27935,2259
Windham,CT,117027,230.9,4.5,65182,57943,59084,23202,11873,11329,74407,37325,37082,19418,8745,10673,2461,823,1638,6,1749910681,12172,367
Kent,DE,178550,276.9,4.1,54980,86023,92527,40805,20593,20212,107262,51865,55397,30483,13565,16918,3151,1218,1933,29,3364217874,46450,1767
New Castle,DE,559335,1263.2,3.7,69562,271123,288212,120227,60997,59230,352080,172393,179687,87028,37733,49295,10934,3932,7002,119,4895829254,116413,4589
Sussex,DE,229286,210.6,3.7,59821,110781,118505,42584,21496,21088,123127,59688,63439,63575,29597,33978,5752,2169,3583,38,1907054453,134243,3882
District of Columbia,DC,702455,9856.5,5.6,82533,333307,369148,127494,64395,63099,489658,234074,255584,85303,34838,50465,12153,4006,8147,314,93,,
Alachua,FL,269956,282.7,3.3,51026,130428,139528,48541,24588,23953,183579,89172,94407,37836,16668,21168,4599,1659,2940,210,5720159672,16633,206
Baker,FL,28355,46.3,3.4,52804,14917,13438,6715,3410,3305,17625,9666,7959,4015,1841,2174,372,141,231,0,0,1345,153
Bay,FL,185287,222.6,4,51777,91929,93358,39761,20152,19609,113848,57278,56570,31678,14499,17179,3803,1572,2231,77,2048433996,3977,138
Bradford,FL,27732,97,3.3,45075,15318,12414,5436,2783,2653,17361,10359,7002,4935,2176,2759,611,206,405,0,0,2427,95
Brevard,FL,596849,535,3.5,57612,291903,304946,108913,55942,52971,346591,171221,175370,141345,64740,76605,18607,7464,11143,159,2107186548,16443,454
Broward,FL,1951260,1444.9,3.4,57200,950568,1000692,412789,209292,203497,1214158,598453,615705,324313,142823,181490,46114,16928,29186,587,4941992962,299623,11376
Calhoun,FL,14587,25.8,4.1,38323,7962,6625,2924,1487,1437,9032,5250,3782,2631,1225,1406,310,118,192,0,0,1268,44
Charlotte,FL,184998,235.2,4,52724,90256,94742,22067,11433,10634,88537,43107,45430,74394,35716,38678,9602,4320,5282,51,0,15176,1545
Citrus,FL,147929,242.8,5.2,41556,71714,76215,22036,11203,10833,72188,34865,37323,53705,25646,28059,6272,2779,3493,40,711860743,5726,568
Clay,FL,216072,315.8,3.3,62835,106560,109512,50209,25819,24390,131759,64995,66764,34104,15746,18358,3073,1115,1958,28,33014736,15733,1042
Collier,FL,378488,160.9,3.4,70649,186769,191719,64794,33275,31519,191759,95722,96037,121935,57772,64163,17249,8200,9049,73,2242617896,43393,1344
Columbia,FL,70503,84.7,3.7,46195,36366,34137,15312,7782,7530,41877,22405,19472,13314,6179,7135,1486,589,897,27,0,4438,68
DeSoto,FL,37489,54.7,3.8,37233,21230,16259,7099,3711,3388,22073,13448,8625,8317,4071,4246,1068,498,570,8,0,3104,289
Dixie,FL,16700,23.3,4.2,37148,9244,7456,3035,1582,1453,9716,5640,4076,3949,2022,1927,371,174,197,0,0,862,17
Duval,FL,950181,1133.9,3.6,55733,460434,489747,214676,109448,105228,602022,293668,308354,133483,57318,76165,14914,4800,10114,412,3806869014,62566,1528
Escambia,FL,315534,453.4,3.5,50644,156179,159355,65784,33595,32189,196602,99205,97397,53148,23379,29769,6061,2202,3859,120,305814779,30219,829
Flagler,FL,112067,197.1,4,58975,53927,58140,18884,9673,9211,58755,27896,30859,34428,16358,18070,3697,1589,2108,18,0,7032,166
Franklin,FL,11736,21.6,3.5,40297,6545,5191,1888,981,907,7034,4141,2893,2814,1423,1391,215,105,110,0,0,116,0
Gadsden,FL,45894,89.8,4.6,42259,21790,24104,10097,5042,5055,27600,13194,14406,8197,3554,4643,891,324,567,0,90044263,7133,22
Gilchrist,FL,18256,48.4,3.8,42186,9429,8827,3703,1890,1813,10812,5868,4944,3741,1671,2070,483,154,329,0,0,347,0
Glades,FL,13724,16,4,38680,7719,6005,2080,1057,1023,7900,4766,3134,3744,1896,1848,381,207,174,0,0,563,62
Gulf,FL,16164,28.1,4.4,45426,9461,6703,2500,1295,1205,10177,6485,3692,3487,1681,1806,337,151,186,0,0,61,0
Hamilton,FL,14310,28.8,4.2,36299,8283,6027,2707,1406,1301,9028,5697,3331,2575,1180,1395,290,104,186,0,0,3493,0
Hardee,FL,27245,43.5,5.3,39169,14376,12869,7141,3704,3437,15572,8480,7092,4532,2192,2340,547,238,309,0,0,1766,0
Hendry,FL,41556,34,6.1,44391,22163,19393,10964,5820,5144,24880,13465,11415,5712,2878,2834,731,324,407,3,0,7712,305
Hernando,FL,190865,365.6,4.5,45884,91975,98890,34957,17607,17350,103496,50040,53456,52412,24328,28084,6445,2687,3758,44,1900878046,5485,218
Highlands,FL,105424,97.2,4.8,39994,51515,53909,17970,9076,8894,50232,24932,25300,37222,17507,19715,5501,2512,2989,38,276304145,5033,401
Hillsborough,FL,1436888,1204.9,3.4,58361,702940,733948,323986,166454,157532,907587,445925,461662,205315,90561,114754,23732,8703,15029,432,3303892778,76872,2091
Holmes,FL,19477,41.6,4,38040,10336,9141,3938,2048,1890,11668,6529,5139,3871,1759,2112,419,170,249,0,0,532,0
Indian River,FL,157413,274.5,4.3,58228,75421,81992,25219,12932,12287,80175,38662,41513,52019,23827,28192,7562,3283,4279,40,0,5730,343
Jackson,FL,48305,54.2,4,39545,26615,21690,8961,4703,4258,29920,17686,12234,9424,4226,5198,1134,411,723,7,0,4443,3
Jefferson,FL,14288,24.7,3.7,46332,7491,6797,2431,1266,1165,8495,4664,3831,3362,1561,1801,370,123,247,0,0,1376,97
Lafayette,FL,8732,16.3,3.2,42689,4986,3746,1771,842,929,5560,3479,2081,1401,665,736,160,64,96,0,0,187,0
Lake,FL,356495,316.6,3.5,52447,172515,183980,68268,34814,33454,193118,94003,99115,95109,43698,51411,11223,4694,6529,158,1632864003,13384,605
Lee,FL,754610,788.7,3.4,56343,369372,385238,132623,67893,64730,406093,198648,207445,215894,102831,113063,26050,11548,14502,141,2281206496,66232,3136
Leon,FL,292502,413.1,3.3,51046,138642,153860,54472,27747,26725,198875,93804,105071,39155,17091,22064,4223,1465,2758,60,4651646259,13491,203
Levy,FL,40770,36.5,3.8,39037,19903,20867,7956,4113,3843,22711,10949,11762,10103,4841,5262,889,401,488,0,0,1037,2
Liberty,FL,8457,10,3.8,40814,5215,3242,1512,801,711,5716,3811,1905,1229,603,626,102,41,61,0,0,5284,0
Madison,FL,18529,27.6,3.9,38249,9799,8730,3492,1828,1664,11239,6212,5027,3798,1759,2039,416,132,284,0,0,2657,115
Manatee,FL,394855,434.5,3.4,59587,190647,204208,72121,36551,35570,214561,103889,110672,108173,50207,57966,14617,6337,8280,90,4019965649,36074,3179
Marion,FL,359977,209.1,4.3,44517,172642,187335,66922,34173,32749,188877,90426,98451,104178,48043,56135,11649,5038,6611,110,2523124694,10009,237
Martin,FL,160912,269.2,3.5,61592,79518,81394,26388,13457,12931,84834,43094,41740,49690,22967,26723,8058,3498,4560,74,537041729,15399,315
Miami-Dade,FL,2761581,1315.5,3.9,52043,1340718,1420863,558250,283994,274256,1755219,870416,884803,448112,186308,261804,64317,22311,42006,593,6541829396,720636,21761
